#separator:Comma
#html:true
#guid column:1
#notetype:Cloze
#deck column:4
#tags column:5
#columns:GUID,Text,Back Extra,Deck,Tags
CCS21-5fe3ea76,The family-pension rule's sub-rule (12) income-proof hierarchy:{{c1::ITR}}&gt;{{c2::employer certificate}}&gt;{{c3::self-declaration}}.,"<b>Rule:</b> Tax return beats employer paper beats self-word.<br><br><b>Hinglish:</b> ITR sabse upar, phir malik-praman, phir khud-ghoshna.<br><br><b>Ref:</b> Rule 50(12)(a)-(d); Rule 50(12)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Procedure CCS_Pension::Rule_50 Priority::High
CCS21-70d9f1cc,The family-pension rule's sub-rule (11):{{c1::wholly dependent}}SIBLINGS (disabled) queue last; the family-pension rule's sub-rule (13):{{c2::two-stage}}ceiling provision; the family-pension rule's sub-rule (14): additional-pensioner/family-pensioner administration; the family-pension rule's sub-rule (16):{{c3::re-employment}}exclusion.,"<b>Rule:</b> Siblings need total dependency; pension stages the ceiling; family-pension bars double-dipping via re-employment.<br><br><b>Hinglish:</b> Bhai-behen poori tarah aashrit ho tabhi; do-charan seema; dobara-naukri par rok.<br><br><b>Ref:</b> Rule 50(11), 50(13), 50(14), 50(16); Rule 50(11); Rule 50(13); Rule 50(14); Rule 50(16)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Ceiling CCS_Pension::Rule_50 Priority::High
CCS21-6b347cad,The family-pension rule's sub-rule (15)(e) (2024): family details 'again in{{c1::Form 6-A}}at retirement'; the family-pension rule's sub-rule (15)(g)–(i):{{c2::Form 4 is evidentiary}}for family facts.,"<b>Rule:</b> Form 6-A = retirement filing; Form 4 = standing family record.<br><br><b>Hinglish:</b> Retirement par Form 6-A dobara; Form 4 parivaar ka saboot.<br><br><b>Ref:</b> Rule 50(15)(e), (g)-(i); Rule 50(15)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Form_6A Form CCS_Pension::Rule_50 Priority::High
CCS21-f6f668d9,"The missing-persons rule's sub-rule (1)(a): missing servant's family gets{{c1::the family-pension rule's sub-rule (2) rates + service-death eligibility}}; missing-persons start-date = LATEST of{{c2::leave sanctioned / pay &amp; allowances paid / police report}}(report ={{c3::FIR, Daily Diary Entry, General Diary Entry}}).","<b>Rule:</b> Three-date race, WHICHEVER IS LATEST wins.<br><br><b>Hinglish:</b> Chhutti, vetan, police-report — jo SABSE BAAD, wahi shuruaat.<br><br><b>Trap:</b> LATEST (3 dates).<br><br><b>Ref:</b> Rule 51(1)(a), 51(1)(b); Rule 51(1); Rule 50(2)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Missing_Person Timeline CCS_Pension::Rule_51 Priority::Critical
CCS21-5f27d103,"The missing-persons rule's sub-rule (2)(b) missing PENSIONER:{{c1::TWO dates, whichever is LATER}}; missing FAMILY pensioner:{{c2::TWO dates, whichever is LATER}}— contrast with the missing-persons rule's sub-rule (1)(b).",<b>Rule:</b> Servant = 3 dates/LATEST; pensioner/family-pensioner = 2 dates/LATER.<br><br><b>Hinglish:</b> Karmchari-3-LATEST; pensioner-2-LATER — ginti + shabd dono alag.<br><br><b>Trap:</b> Latest vs later.<br><br><b>Ref:</b> Rule 51(2)(b); Rule 51(3); Rule 51(2); Rule 51(1),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Missing_Person Exam_Trap CCS_Pension::Rule_51 Priority::Critical
CCS21-540a5f45,The missing-persons rule's sub-rule (4): claim in{{c1::Format + Form}}as specified; the missing-persons rule's sub-rule (5): TWO police documents —{{c2::FIR + untraced report}}; the missing-persons rule's sub-rule (6): pay base ={{c3::last date on duty or expiry of sanctioned leave}}.,"<b>Rule:</b> Paper-chain: format/form + FIR/untraced + duty-date pay.<br><br><b>Hinglish:</b> Form, FIR + untraced report, aakhri-duty vetan — teeno jodo.<br><br><b>Ref:</b> Rule 51(4), 51(5), 51(6); Rule 51(4); Rule 51(5); Rule 51(6)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Procedure CCS_Pension::Rule_51 Priority::High
CCS21-e5e28340,The DR rule's sub-rule (1): DR '{{c1::MAY BE GRANTED}}' (discretionary) — and{{c2::compassionate-allowance}}recipients are INCLUDED.,<b>Rule:</b> 'May' = Government decides each round; even mercy-pensioners get DR.<br><br><b>Hinglish:</b> DR 'mil sakta hai' — Sarkar ki marzi; daya-pension walo ko bhi.<br><br><b>Ref:</b> Rule 52(1); Rule 41,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Dearness_Relief CCS_Pension::Rule_52 Priority::High
CCS21-6ccea9d3,The DR rule's sub-rule (3) certificate route is STRICTER: needs{{c1::non-Group A Central civil post + no pension element in pay fixation}}; the DR rule's sub-rule (4): re-employed FAMILY pensioners are{{c2::NOT restricted}}.,"<b>Rule:</b> Certificate-path narrows; family pensioners work freely with full DR.<br><br><b>Hinglish:</b> Certificate wala rasta sakht; parivaar-pension walo ko chhoot.<br><br><b>Ref:</b> Rule 52(3), 52(4); Rule 52(3); Rule 52(4)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Comparison CCS_Pension::Rule_52 Priority::High
CCS21-4a3d22c8,"Current DR ={{c1::60%}}w.e.f.{{c2::01.01.2026}}(DoPPW OM{{c3::24.04.2026}}); family-pension income test ≈{{c4::Rs 14,400/month}}(9,000 × 1.60) — ⚠️ VOLATILE.","<b>Rule:</b> Progression 50→53→55→58→60; DR fraction rounds to next rupee; recompute 14,400 at live DR.<br><br><b>Hinglish:</b> Abhi 60%; 14,400 isi ka hisaab — DR badle to ye bhi badle.<br><br><b>Last verified:</b> 2026-09-20 Cross-checked: Cabinet 2% hike to 60% reported 06.05.2026 (w.e.f. 01.01.2026).<br><br><b>Ref:</b> Rule 52; OM 24.04.2026",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Threshold CCS_Pension::Rule_52 Priority::Critical
CCS21-4012d4b8,The Bhavishya rule's sub-rule (1) default: pension cases run on{{c1::Bhavishya / e-HRMS}}— e-HRMS for{{c2::superannuation ONLY}}; all other retirements via{{c3::Bhavishya}}(2024 verified text).,"<b>Rule:</b> Online-first ('unless otherwise exempted'); e-HRMS = superannuation; VR/premature/absorption/invalidation/compulsory/dismissal-removal = Bhavishya.<br><br><b>Hinglish:</b> Online hi file; e-HRMS sirf superannuation, baaki Bhavishya.<br><br><b>Ref:</b> Rule 53(1) as amended 2024; Rule 53(1)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_53 Procedure Form_6A GSR_410_E_2024 CCS_Pension::Rule_53 Priority::High
CCS21-59c2b1f9,The Bhavishya rule's sub-rule (2)(a): exempted department/office/person →{{c1::ENTIRE case manual}}; the Bhavishya rule's sub-rule (2)(b): single action unavailable online →{{c2::ONLY that step manual}}.,"<b>Rule:</b> Whole-vs-step manual fallback ('online mode (Bhavishya/e-HRMS)' per 2024).<br><br><b>Hinglish:</b> Chhoot mili to poori file kagaz par; ek-step atka to sirf wahi kagaz par.<br><br><b>Ref:</b> Rule 53(2)(a), 53(2)(b); Rule 53(2)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_53 Procedure CCS_Pension::Rule_53 Priority::Medium
CCS21-7080e1ab,"The retirement-list rule's sub-rule (1): HoD prepares retirement list{{c1::monthly by the 15th}}covering{{c2::next 15 months}}, and sends it to the Accounts Officer{{c3::before month-end}}.",<b>Rule:</b> 15th-list → month-end-AO pipeline.<br><br><b>Hinglish:</b> Har mahine 15 tak 15-mahine ki list; mahine-khatm se pehle AO ko.<br><br><b>Ref:</b> Rule 54(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_54 Timeline CCS_Pension::Rule_54 Priority::High
CCS21-14d1c24c,The retirement-list rule's sub-rule (3): NON-superannuation retirements → HoO intimates AO within{{c1::10 days}}of the retirement event/order.,<b>Rule:</b> Event-clock (10 days) replaces calendar-clock for VR/compulsory/invalidation etc.<br><br><b>Hinglish:</b> Superannuation nahi to 10 din me AO ko khabar.<br><br><b>Ref:</b> Rule 54(3),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_54 Timeline CCS_Pension::Rule_54 Priority::High
CCS21-8743d7a4,"The DoE-dues rule's sub-rule (1): right after the retirement list, HoO seeks{{c1::Directorate of Estates}}dues details{{c2::1 year before superannuation}}covering{{c3::8 months}}; the DoE-dues rule's sub-rule (3): HoO acts within{{c4::10 days}}of obtaining details.","<b>Rule:</b> 1-year/8-month DoE sweep + 10-day HoO action; the DoE-dues rule's sub-rule: non-superannuation variant.<br><br><b>Hinglish:</b> 1 saal pehle DoE se hisaab (8 mahine), mile to 10 din me kaarravaai.<br><br><b>Ref:</b> Rule 55(1), 55(2), 55(3); Rule 55(1); Rule 54; Rule 55(3); Rule 55(2)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_55 Timeline CCS_Pension::Rule_55 Priority::High
CCS21-8c335ed5,"The preparation rule: HoO starts preparatory work{{c1::1 year before superannuation OR LPR date, whichever is EARLIER}}.",<b>Rule:</b> The 'earlier' pole — contrast the missing-persons rule's latest/later (missing) and the provisional-pension rule's sub-rule 's later.<br><br><b>Hinglish:</b> 1-saal/LPR me jo PEHLE — taiyaari tab se.<br><br><b>Trap:</b> EARLIER (not later).<br><br><b>Ref:</b> Rule 56; Rule 51; Rule 62(6)(a); Rule 56(6); Rule 56(a),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_56 Timeline Exam_Trap CCS_Pension::Rule_56 Priority::Critical
CCS21-edf7cacf,"The calendar rule's sub-rule (1)(b) STAGE 2 (Making Good Omissions): emoluments re-check limited to{{c1::24 months}}; calendar stage 3 (Forms &amp; Certificate): finish in{{c2::8 months}},{{c3::2-month non-acceptance}}rule; advise{{c4::Form 6-A}}(+ Form 4, Format 9) (2024).","<b>Rule:</b> Omissions + 24-month pay lookback; forms-stage with 2-month deeming.<br><br><b>Hinglish:</b> Kami poori karo (24-mahine vetan); Form 6-A bharwao (8 mahine).<br><br><b>Ref:</b> Rule 57(1)(b), 57(1)(c); Rule 57(1)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Form_6A CCS_Pension::Rule_57 Priority::High
CCS21-0bf52432,The calendar rule's sub-rule (2)(a): servant submits Form 6-A{{c1::6 months before retirement}}; the calendar rule's sub-rule (3): filing ladder{{c2::servant → spouse → THE member of family}}(+ 2024 commutation-bar proviso).,"<b>Rule:</b> 6-month filing; 'THE member' (contrast the event rule's 'ANY OTHER member').<br><br><b>Hinglish:</b> 6 mahine pehle Form 6-A; khud→patni→'THE' parivaar-sadasya.<br><br><b>Trap:</b> THE member.<br><br><b>Ref:</b> Rule 57(2)(a), 57(3); Rule 57(2); Rule 57(3); Rule 58",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Form_6A CCS_Pension::Rule_57 Priority::High
CCS21-83d077af,The event rule's sub-rule (1): non-superannuation cases file Form 6-A{{c1::immediately after approval/effectiveness}}; the event rule's sub-rule (2): ladder ends at '{{c2::ANY OTHER member}}' (vs the calendar rule's '{{c3::the member}}').,"<b>Rule:</b> Event-clock filing + keyword shift ANY OTHER vs THE.<br><br><b>Hinglish:</b> Approval/effect par turant; 'ANY OTHER' shabd pakdo.<br><br><b>Trap:</b> ANY OTHER vs THE.<br><br><b>Ref:</b> Rule 58(1), 58(2); Rule 58(1); Rule 58(2); Rule 57",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_58 Rule_57 Exam_Trap CCS_Pension::Rule_58 Priority::Critical
CCS21-bc5aab5f,Calendar vs Event{{c1::calendar clock (6-month pre-date)}}vs{{c2::event clock (post-approval immediacy)}}— and Form scope identical (Form 6-A).,"<b>Rule:</b> Superannuation runs on calendar; everything else on events.<br><br><b>Hinglish:</b> 57 = tareekh-ghadi; 58 = ghatna-ghadi.<br><br><b>Ref:</b> Rules 57, 58; Rule 57; Rule 58",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Rule_58 Comparison CCS_Pension::Rule_57 Priority::High
CCS21-2ef94464,"The case-build rule's sub-rule (1): HoO completes{{c1::Form 7 Part I + checklist + calculation sheet}}— calendar cases in{{c2::4 months}}, event cases in{{c3::2 months}}; the case-build rule's sub-rule (2): death after retirement without forms →{{c4::the authorisation rule}}.","<b>Rule:</b> 4-vs-2 forwarding clock; death-detour to the authorisation rule.<br><br><b>Hinglish:</b> Form 7 Part I: 57 wale 4 mahine, 58 wale 2 mahine; maut ho to the authorisation rule.<br><br><b>Ref:</b> Rule 59(1), 59(2); Rule 59(1); Rule 57; Rule 58; Rule 59(2); Rule 80(5)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_59 Timeline Form CCS_Pension::Rule_59 Priority::High
CCS21-0972b59a,"The forwarding rule's sub-rule (1) HoO→AO bundle: (i){{c1::Form 6-A}}(superseding Form 4 + Form 6 + Format 9 undertaking); second,{{c2::Form 7 + checklist + calculation sheet + Format 10}}; third,{{c3::service book + documents}}.",<b>Rule:</b> 2024 single-form bundle; Format 10 is the covering letter.<br><br><b>Hinglish:</b> Form 6-A + Form 7-set + service book — Format 10 lifafe me.<br><br><b>Ref:</b> Rule 60(1)(i)-(iii); Rule 60(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Form Format CCS_Pension::Rule_60 Priority::High
CCS21-085568c5,The forwarding rule's sub-rule (2): Format 10 must flag{{c1::Government dues + the withholding rule's sub-rule (5) DoE intimation}}; the forwarding rule's sub-rule (3):{{c2::copies retained}}; the forwarding rule's sub-rule (4): dispatch{{c3::4 months (superannuation) / 2 months (others)}}.,"<b>Rule:</b> Dues-flag + retention + 4/2 dispatch clock.<br><br><b>Hinglish:</b> Format 10 me baqaya-likho; copy rakho; 4/2 mahine me bhejo.<br><br><b>Ref:</b> Rule 60(2), 60(3), 60(4); Rule 60(2); Rule 68(5); Rule 67; Rule 60(3); Rule 60(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Timeline CCS_Pension::Rule_60 Priority::High
CCS21-c7bce867,The prompt-action rule's sub-rule (1)(2): authorities act{{c1::PROMPTLY}}— with{{c2::NO day limit}}fixed.,"<b>Rule:</b> 'Promptly' without a number — contrast every numbered clock around it.<br><br><b>Hinglish:</b> 'Turant' karo — din-ginti nahi.<br><br><b>Trap:</b> No day limit.<br><br><b>Ref:</b> Rule 61(1), 61(2); Rule 61(1); Rule 2",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_61 Exam_Trap CCS_Pension::Rule_61 Priority::Medium
CCS21-5905e9a3,The provisional-pension rule's sub-rule (1)(2): provisional pension triggers when delay is{{c1::NOT attributable to proceedings}}— i.e.{{c2::Rule forwarding failure or AO return}}.,"<b>Rule:</b> Admin-lapse provisional; proceedings-cases go the Rule provisional-pension/provisional-pension route instead.<br><br><b>Hinglish:</b> Daftar ki deri par provisional; karyavahi wale provisional-pension/provisional-pension me.<br><br><b>Ref:</b> Rule 62(1), 62(2); Rule 62(1); Rule 2; Rule 60(4); Rule 62",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Provisional_Pension CCS_Pension::Rule_62 Priority::High
CCS21-92a88118,The provisional-pension rule's sub-rule (3)(a) letter of Sanction:{{c1::100% pension provisional}}+{{c2::100% gratuity minus 10% withheld}}; the provisional-pension rule's sub-rule (3)(b):{{c3::Government dues + withholding}}adjust first.,"<b>Rule:</b> Full-pension/90%-gratuity lifeline after dues-cut.<br><br><b>Hinglish:</b> Poori pension + 90% gratuity — baqaya kaat kar.<br><br><b>Ref:</b> Rule 62(3)(a), 62(3)(b); Rule 62(3); Rule 67; Rule 68",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Threshold CCS_Pension::Rule_62 Priority::Critical
CCS21-96b8023d,"The provisional-pension rule's sub-rule (4): sanction provisional within{{c1::10 days (superannuation) / 1 month (others)}}; the provisional-pension rule's sub-rule (6)(a):{{c2::6-month cap, 'whichever LATER'}}.","<b>Rule:</b> 10-day/1-month sanction clock; 6-month outer cap on later-basis.<br><br><b>Hinglish:</b> 10-din/1-mahine me sanction; 6 mahine se zyada nahi (later-wala).<br><br><b>Ref:</b> Rule 62(4), 62(6)(a); Rule 62(4); Rule 62(6)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Timeline CCS_Pension::Rule_62 Priority::Critical
CCS21-3f941a01,The provisional-pension rule's sub-rule (6)(b): excess provisional PENSION is{{c1::RECOVERABLE}}; but the provisional-pension rule's sub-rule (6)(c)(i): excess provisional GRATUITY is{{c2::NOT refundable}}; the provisional-pension rule's sub-rule (6)(c)(ii): HoO must{{c3::reduce such cases + fix accountable officers}}.,"<b>Rule:</b> Pension-excess comes back; gratuity-excess stays — asymmetry + accountability.<br><br><b>Hinglish:</b> Zyada pension wapas; zyada gratuity wapas NAHI — HoO jawabdeh.<br><br><b>Trap:</b> Recoverable vs not.<br><br><b>Ref:</b> Rule 62(6)(b), 62(6)(c); Rule 62(6)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Exam_Trap CCS_Pension::Rule_62 Priority::Critical
CCS21-f5b54099,The provisional-pension rule's sub-rule (7): provisional accepted as final →{{c1::immediate PPO}}; the provisional-pension rule's sub-rule (8)(9): withheld{{c2::10% released after PPO}}— allottee needs{{c3::NDC}}; the provisional-pension rule's sub-rule (10):{{c4::HoO responsibility}}.,<b>Rule:</b> Finalisation shortcut + 10% tail + NDC-gate + HoO onus.<br><br><b>Hinglish:</b> Provisional pakka to turant PPO; 10% baad me (makaan walo ko NDC par).<br><br><b>Ref:</b> Rule 62(7)-(10); Rule 62(7); Rule 62(8); Rule 9; Rule 62(10),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 CCS_Pension::Rule_62 Priority::High
CCS21-ae39a89f,"The pension-payment rule's sub-rule (1)(a): AO checks +{{c1::Form 7 Part II}}+ assesses pension/family pension/gratuity, PPO{{c2::2 months BEFORE superannuation}}; the pension-payment rule's sub-rule (1)(b):{{c3::45 days}}for others; the pension-payment rule's sub-rule (1)(c):{{c4::24-month}}emoluments verification.",<b>Rule:</b> Advance-PPO engine: 2-month/45-day + 24-month pay audit.<br><br><b>Hinglish:</b> Retirement se 2 mahine pehle PPO; doosron me 45 din; 24-mahine vetan-jaanch.<br><br><b>Ref:</b> Rule 63(1)(a)-(c); Rule 63(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 Timeline CCS_Pension::Rule_63 Priority::Critical
CCS21-02bedf1a,The pension-payment rule's sub-rule (1)(d):{{c1::spouse PPO}}(joint authorisation); first proviso:{{c2::multiple wives}}mechanics; second proviso:{{c3::void/voidable-marriage children — surviving widow FIRST}}.,<b>Rule:</b> Spouse co-authorised in PPO; polygamy + legitimacy ladders fenced.<br><br><b>Hinglish:</b> PPO me patni saath; kai patniyaan/bacche — kram se.<br><br><b>Ref:</b> Rule 63(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 Proviso CCS_Pension::Rule_63 Priority::High
CCS21-9a5d07bf,The pension-payment rule's sub-rule (4)all 2 clauses (2024 verified): '{{c1::Format 9}}' was REPLACED by '{{c2::Form 6-A}}' — the undertaking now travels inside Form 6-A.,"<b>Rule:</b> Verified G.S.R. 410(E) cl.9 substitution (spec's 'Format 9 only' label is inverted).<br><br><b>Hinglish:</b> pension-payment me ab Format 9 nahi, Form 6-A — undertaking andar sama gayi.<br><br><b>Ref:</b> Rule 63(4); G.S.R. 410(E) cl.9; Rule 63(a)-(b)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 GSR_410_E_2024 Amendment Form_6A CCS_Pension::Rule_63 Priority::High
CCS21-e0087307,"Provisional Pension vs Pension Payment{{c1::provisional (HoO, 100%/90%, 6-month cap)}}vs{{c2::final (AO, PPO, 2-month/45-day)}}.","<b>Rule:</b> the provisional-pension rule = HoO lifeline when papers lag; the pension-payment rule = AO final authorisation.<br><br><b>Hinglish:</b> 62 = kaam-chalau (HoO); 63 = pakka (AO-PPO).<br><br><b>Ref:</b> Rules 62, 63; Rule 62; Rule 63",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Rule_63 Comparison CCS_Pension::Rule_62 Priority::Critical
CCS21-f60efdcc,The deputation-cases rule's sub-rule (1): Central deputation →{{c1::borrowing HoO}}processes; the deputation-cases rule's sub-rule (2): State/foreign deputation →{{c2::HoO or cadre (lending) authority}}.,"<b>Rule:</b> Retirement-processing follows the borrower (Central) or lender-option (State/foreign). Twin: the death-deputation rule for death/missing.<br><br><b>Hinglish:</b> Kendra-pratiniyukti = lene-wala daftar; Rajya/videsh = dene-wala ya HoO.<br><br><b>Ref:</b> Rule 64(1), 64(2); Rule 64(1); Rule 64(2); Rule 78",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_64 Deputation CCS_Pension::Rule_64 Priority::High
CCS21-986c7195,The interest rule's sub-rule (2):{{c1::Secretary/Joint Secretary 'SHALL' sanction}}interest (incl. attached/subordinate offices); the interest rule's sub-rule (3):{{c2::formal sanction + payment in 2 months}}; the interest rule's sub-rule (4):{{c3::fix responsibility + disciplinary action}}— proviso:{{c4::pay interest WITHOUT waiting}}for the probe.,"<b>Rule:</b> Mandatory sanction at Secy/JS level; 2-month payout; probe runs parallel, not prior.<br><br><b>Hinglish:</b> Secretary/Jt.Secy byaaj dega hi (2 mahine); jaanch baad me, paisa pehle.<br><br><b>Ref:</b> Rule 65(2), 65(3), 65(4); Rule 65(2); Rule 65(3); Rule 65(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Timeline CCS_Pension::Rule_65 Priority::High
CCS21-b0769615,The revision rule's sub-rule (1):{{c1::general-order revisions}}re-fix basic pension prospectively; the revision rule's sub-rule (2):{{c2::NO adverse revision except clerical error}}; proviso:{{c3::DoPPW concurrence}}if{{c4::2+ years}}old.,"<b>Rule:</b> Upward/systemic revision free; downward needs clerical-error + (2yr→DoPPW).<br><br><b>Hinglish:</b> Badha sakte ho; ghataane me clerical-galti + 2-saal-par-DoPPW.<br><br><b>Ref:</b> Rules 66(1), 66(2); Rule 66(1); Rule 66(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Recovery CCS_Pension::Rule_66 Priority::High
CCS21-90b319d1,"The revision rule's sub-rule (3):{{c1::Administrative Ministry}}decides clerical error; the revision rule's sub-rule (4): waiver via{{c2::Ministry of Finance (Dept of Expenditure)}}; the revision rule's sub-rule (5)(6):{{c3::2-month refund notice}}, else{{c4::short-pay future pension}}.","<b>Rule:</b> Ministry judges error; FinMin forgives money; 2-month notice then drip-recovery.<br><br><b>Hinglish:</b> Galti Ministry maane, maafi FinMin de, 2-mahine notice phir katoti.<br><br><b>Ref:</b> Rule 66(3)-(6); Rule 66(3); Rule 66(4); Rule 66(5); Rule 6",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Recovery Timeline CCS_Pension::Rule_66 Priority::High
CCS21-34bf5bf9,The dues rule's sub-rule (1): HoO's DUTY to{{c1::ascertain + assess}}dues (superannuation + others); the dues rule's sub-rule (2): adjust from{{c2::retirement gratuity}}.,"<b>Rule:</b> HoO hunts dues; gratuity is the collection pot.<br><br><b>Hinglish:</b> HoO baqaya nikaale, gratuity se kaate.<br><br><b>Ref:</b> Rule 67(1), 67(2); Rule 67(1); Rule 67(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_67 Government_Dues Recovery CCS_Pension::Rule_67 Priority::High
CCS21-8e682add,"The dues rule's Explanation (a) accommodation dues:{{c1::licence-fee arrears, damages (excess retention/subletting/unauthorised/ineligible transfer), electricity/water/PNG}}; second, other dues:{{c2::advances, overpayments, income tax}}.","<b>Rule:</b> Two baskets: house-dues + money-dues.<br><br><b>Hinglish:</b> Makaan (kiraya/nuksan/bijli-paani) + paisa (advance/zyada/tax).<br><br><b>Ref:</b> Rule 67 Explanation (a), (b); Rule 67",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_67 Government_Dues CCS_Pension::Rule_67 Priority::High
CCS21-a81e7456,"The withholding rule's sub-rule (1): DoE replies in{{c1::2 months (superannuation, on 8-month coverage)}}vs{{c2::1 month (others)}}; the withholding rule's sub-rule (1)(c): silence ={{c3::presumed NOTHING recoverable}}.","<b>Rule:</b> 2-vs-1 DoE clock; no reply = clean chit.<br><br><b>Hinglish:</b> DoE 2/1 mahine me jawab de; chuppi = koi baqaya nahi.<br><br><b>Trap:</b> 2 vs 1.<br><br><b>Ref:</b> Rule 68(1)(a), (b), (c); Rule 68(1)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Timeline CCS_Pension::Rule_68 Priority::Critical
CCS21-442a50db,"The withholding rule's sub-rule (2): recover over{{c1::next 8 months from pay, monthly}}; the withholding rule's sub-rule (3): instalments from{{c2::current pay}}, balance cleared{{c3::before gratuity authorisation}}; the withholding rule's sub-rule (4):{{c4::permissible post-retirement retention}}fenced.","<b>Rule:</b> 8-month pay-drip; gratuity-gate for balance; retention rules fenced.<br><br><b>Hinglish:</b> 8 mahine vetan se; baaki gratuity se pehle; retention niyam se.<br><br><b>Ref:</b> Rule 68(2), 68(3), 68(4); Rule 68(2); Rule 68(3); Rule 68(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Recovery Timeline CCS_Pension::Rule_68 Priority::High
CCS21-7f02fc3e,"The assessment rule's sub-rule (1): dues-assessment starts{{c1::1 year / LPR date, whichever EARLIER}}(superannuation) or{{c2::immediately on retirement/knowledge}}(others); the assessment rule's sub-rule (2): finish in{{c3::8 months / 30 days}}; the assessment rule's sub-rule (3):{{c4::later discoveries still adjustable}}.","<b>Rule:</b> Early-start + 8-month/30-day finish + never-escapes tail.<br><br><b>Hinglish:</b> Jaldi shuru, 8-mahine/30-din me khatm, baad me mila to bhi kaato.<br><br><b>Ref:</b> Rule 69(1), 69(2), 69(3); Rule 69(1); Rule 69(2); Rule 69(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_69 Timeline CCS_Pension::Rule_69 Priority::High
