#separator:Comma
#html:true
#guid column:1
#notetype:Basic
#deck column:4
#tags column:5
#columns:GUID,Front,Back,Deck,Tags
CCS21-ed2de27b,SCENARIO — Superannuation 30.09.2027; servant proceeds on LPR from 01.10.2026. When must HoO START preparatory work (the preparation rule)?,"<b>Rule:</b> 1.10.2026 (LPR date) — it is EARLIER than 1-year-prior (30.09.2026)? NO: 30.09.2026 &lt; 01.10.2026, so start = 30.09.2026. EARLIER of the two always wins — compute both dates.<br><br><b>Hinglish:</b> Dono-tareekh-nikaal-jo-pehle.<br><br><b>Trap:</b> Compute, don't assume LPR.<br><br><b>Ref:</b> Rule 56",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_56 Timeline Application CCS_Pension::Rule_56 Priority::Critical
CCS21-03ef651a,"SCENARIO — A 1985 — 87 spell has NO service-book entry; pay bills destroyed, LPC unavailable, April slips gone. Other office silent for 3 months. Result under the calendar rule's sub-rule (1)(a)?",<b>Rule:</b> Spell is QUALIFYING-DEEMED: 2-month reply window expired → deeming fires; Secretary answers for non-communication; servant's truth-declaration supports. Verification must still CLOSE in 8 months.<br><br><b>Hinglish:</b> Saboot-nahi-jawab-nahi to qualifying-maano.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Scenario Application CCS_Pension::Rule_57 Priority::High
CCS21-df4097b6,SCENARIO — Servant declares 'no breaks 1990–2020' but records show a 1998 resignation. Liability?,<b>Rule:</b> WILFUL FALSE declaration = GRAVE MISCONDUCT under the calendar rule's sub-rule — proceedings + conduct withholding exposure; the resignation gap is separately governed by the resignation rule (forfeiture unless permission-route).<br><br><b>Hinglish:</b> Jhoothi-ghoshna-ghor-durachar.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 26; Rule 7; Rule 8; Rule 57(1); Rule 57(a),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Evaluation CCS_Pension::Rule_57 Priority::High
CCS21-cfba646e,SCENARIO — Stage-2 audit finds a 30-month-old increment arrears error. Fixable under the calendar rule's sub-rule (1)(b)?,"<b>Rule:</b> NO — emoluments lookback is 24 MONTHS only; the 30-month error is time-barred for Stage 2 (remedy, if any, via revision rails).<br><br><b>Hinglish:</b> 24-mahine-se-purana-bahar.<br><br><b>Ref:</b> Rule 57(1)(b); Rule 57(1); Rule 66",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Evaluation CCS_Pension::Rule_57 Priority::High
CCS21-8571aedb,SCENARIO — HoO communicates Stage-3 forms position; servant does not respond for 3 months. Effect?,<b>Rule:</b> 2-MONTH NON-ACCEPTANCE rule fires — communicated position stands accepted (the calendar rule's sub-rule ); HoO proceeds to the case-build rule. Silence = consent here (contrast the condonation rule silence = condonation).<br><br><b>Hinglish:</b> 2-mahine-chup to maan-liya.<br><br><b>Ref:</b> Rule 57(1)(c); Rule 28; Rule 59; Rule 60; Rule 57(1); Rule 57(c),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline CCS_Pension::Rule_57 Priority::High
CCS21-baf0aefa,SCENARIO — Superannuation 31.12.2026; servant files Form 6-A on 01.10.2026 (3 months prior). Valid?,<b>Rule:</b> LATE — calendar needs NOT LATER THAN 6 MONTHS prior (by 30.06.2026). Late filing compresses the case-build rule/AO clocks; servant-caused delay also weakens interest claim (interest proviso).<br><br><b>Hinglish:</b> 6-mahine-pehle-chahiye — 3-deri.<br><br><b>Ref:</b> Rule 57(2)(a); Rule 65(1) proviso; Rule 65; Rule 65(1); Rule 59; Rule 60,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Form_6A Evaluation CCS_Pension::Rule_57 Priority::High
CCS21-be61bfc7,SCENARIO — Bedridden servant cannot file; SPOUSE files Form 6-A. Later servant seeks commutation. Allowed?,<b>Rule:</b> Commutation BARRED till servant PERSONALLY applies under 1981 Rules (the calendar rule's sub-rule 2024 proviso) — spouse filing saves the pension case but freezes commutation.<br><br><b>Hinglish:</b> Patni-bhare to commutation-ruke — khud-aao.<br><br><b>Ref:</b> Rule 57(3) proviso; Rule 57(3),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Form_6A Proviso CCS_Pension::Rule_57 Priority::High
CCS21-e95a52c1,ANALYSIS — The calendar rule's sub-rule (3) says 'THE member' but event says 'ANY OTHER member': does the word change the ladder?,<b>Rule:</b> calendar ladder: servant → spouse → THE (specific/eldest-eligible?) member; the event rule: servant → spouse → ANY OTHER member (wider). VERIFIED verbatim: the calendar rule's sub-rule 'THE member' vs the event rule's sub-rule 'ANY OTHER member' — the event rule's net is textually wider; shared no-commutation-till-self-applies proviso. Exam tests the KEYWORD.<br><br><b>Hinglish:</b> THE-vs-ANY-OTHER shabd-jaal.<br><br><b>Ref:</b> Rule 57(3); Rule 58(2); Rule 57; Rule 58; Rule 57(3)(a); Rule 58(2)(a); Rule 57(a); Rule 57(2),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Rule_58 Exam_Trap CCS_Pension::Rule_57 Priority::High
CCS21-a0c15236,"SCENARIO — VR approved 10.02, effective 01.05; servant files Form 6-A on 05.05. Valid under the event rule's sub-rule (1)?","<b>Rule:</b> LATE-ish — event demands IMMEDIATELY AFTER approval (10.02-track) OR effectiveness; filing 3 months post-approval breaches 'immediately'. File at approval, not at effectiveness.<br><br><b>Hinglish:</b> Manzoori-par-turant — prabhaav-par-nahi.<br><br><b>Ref:</b> Rule 58(1)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_58 Timeline Evaluation CCS_Pension::Rule_58 Priority::High
CCS21-e7fe0ce9,SCENARIO — No spouse; servant's BROTHER files Form 6-A in a event case. Acceptable?,<b>Rule:</b> YES if brother is 'ANY OTHER member of the family' (the event rule's sub-rule ) — wider than the calendar rule's 'THE member'; commutation-bar proviso applies equally (2024).<br><br><b>Hinglish:</b> 58-me-bhai-chalega — commutation-rukega.<br><br><b>Ref:</b> Rule 58(2); Rule 58; Rule 57,CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_58 Form_6A CCS_Pension::Rule_58 Priority::Medium
CCS21-949cc41b,SCENARIO — The calendar rule case: HoO completes Form 7 Part I in 5 months (1 month late). Downstream effect?,<b>Rule:</b> case-build allows 4 MONTHS — 5 months breaches; the forwarding rule's sub-rule 4-month dispatch + the pension-payment rule 2-month-advance-PPO clocks all compress; breach evidences provisional-pension trigger + interest lapse.<br><br><b>Hinglish:</b> 4-mahine-se-1-deri — aage-sab-daba.<br><br><b>Ref:</b> Rule 59(1); Rule 57; Rule 62; Rule 65; Rule 60(4); Rule 63; Rule 59(4),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_59 Timeline Evaluation CCS_Pension::Rule_59 Priority::High
CCS21-cacd9060,SCENARIO — Retiree dies AFTER retirement but BEFORE filing Form 6-A. Which rule rescues the family?,<b>Rule:</b> the case-build rule's sub-rule → the authorisation rule's sub-rule: spouse → eligible family member files Form 10 + Form 4 + Format 9 (or 6-A-track per 2024 ); gratuity-nominee files Form 6 if NOBODY is FP-eligible.<br><br><b>Hinglish:</b> Kagaz-bina-maut to the authorisation rule-bachao.<br><br><b>Ref:</b> Rule 59(2); Rule 80(5); Rule 59(5); Rule 59(c),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_59 Rule_80 Synthesis CCS_Pension::Rule_59 Priority::High
CCS21-693a1f29,SCENARIO — HoO forwards Form 7 WITHOUT the calculation sheet. AO returns the case. Who bears the delay?,"<b>Rule:</b> HoO — forwarding makes the calculation sheet MANDATORY bundle content; AO's return is a provisional trigger (not proceedings), so HoO must sanction provisional within 10d/1mo.<br><br><b>Hinglish:</b> Ganana-patra-bhool to provisional-do.<br><br><b>Ref:</b> Rule 60(1)(ii); Rule 62; Rule 62(1)(2)-(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Rule_62 Evaluation CCS_Pension::Rule_60 Priority::High
CCS21-f700672f,SCENARIO — Format 10 omits the DoE-intimation flag; full gratuity authorised; dues surface later. Fix?,"<b>Rule:</b> forwarding breach — HoO failed the flag duty; recovery via the withholding rule's sub-rule (DR without consent) / the assessment rule's sub-rule later-discovery + revision short-pay mechanics; HoO answerable (provisional-pension-style onus).<br><br><b>Hinglish:</b> Jhanda-bhool to DR-se-kaato.<br><br><b>Ref:</b> Rule 60(2); Rules 68, 69; Rule 68(5); Rule 62(10); Rule 66; Rule 68(8); Rule 69(3); Rule 60(8); Rule 60(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Evaluation CCS_Pension::Rule_60 Priority::High
CCS21-8a79997b,SCENARIO — Superannuation 30.06; HoO dispatches the bundle on 15.03 (3.5 months prior). Compliant with the forwarding rule's sub-rule (4)?,"<b>Rule:</b> NO — the forwarding rule's sub-rule (verified): forward NOT LATER than 4 months before superannuation; for 30.06 the line falls end-Feb, so 15.03 is ~2 weeks late. File early, never skate the edge.<br><br><b>Hinglish:</b> 4-mahine-kinare-par-mat-khelo.<br><br><b>Ref:</b> Rule 60(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Timeline Evaluation CCS_Pension::Rule_60 Priority::Medium
CCS21-659ac275,"EVALUATE — AO sits on a complete bundle for 3 months, citing the prompt-action rule ('promptly' has no day limit). Valid defence?","<b>Rule:</b> NO — the prompt-action rule's 'promptly' is bounded by REASON + the pension-payment rule's 2-mo/45-d PPO clocks + interest for admin delay. 'No day limit' ≠ licence to sleep.<br><br><b>Hinglish:</b> Turant-ka-matlab-so-na-nahi.<br><br><b>Ref:</b> Rule 61; Rules 63, 65; Rule 65; Rule 63",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_61 Evaluation CCS_Pension::Rule_61 Priority::High
CCS21-5be51812,SCENARIO — Pension delayed because proceedings are pending. HoO sanctions provisional pension. Valid?,"<b>Rule:</b> NO — provisional-pension covers NON-proceedings delay only (forwarding failure / AO return). Proceedings-cases run under the conduct rule (withheld/regulated), not provisional-pension lifeline.<br><br><b>Hinglish:</b> Karyavahi-me-62-nahi — provisional-pension/provisional-pension-me-jin.<br><br><b>Trap:</b> Trigger gate.<br><br><b>Ref:</b> Rule 62(1), (2); Rule 8; Rule 62; Rule 62(1)(2)-(2); Rule 60(4); Rule 7",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Provisional_Pension Evaluation CCS_Pension::Rule_62 Priority::Critical
CCS21-642f58b9,"COMPUTE — Pension Rs 30,000, gratuity Rs 8,00,000, dues Rs 50,000: provisional sanction?","<b>Rule:</b> Pension: 100% = Rs 30,000. Gratuity: 100% − 10% hold = Rs 7,20,000 − dues Rs 50,000 = Rs 6,70,000 payable now (the provisional-pension rule's sub-rule + + the dues rule).<br><br><b>Hinglish:</b> Pension-poori, gratuity-90-minus-baqaya.<br><br><b>Ref:</b> Rule 62(3)(a), (b); Rule 62(3); Rule 62(3)(a); Rule 67; Rule 68; Rule 62(a); Rule 62(b)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Application CCS_Pension::Rule_62 Priority::Critical
CCS21-2daf9399,SCENARIO — Superannuation 31.03; provisional sanctioned 15.04. Valid under the provisional-pension rule's sub-rule (4)?,"<b>Rule:</b> NO — 10 DAYS for superannuation (till 10.04); 15.04 is 5 days late. Non-superannuation track alone gets 1 MONTH.<br><br><b>Hinglish:</b> 10-din-superannuation, 1-mahina-other.<br><br><b>Ref:</b> Rule 62(4); Rule 33",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Timeline Evaluation CCS_Pension::Rule_62 Priority::High
CCS21-7f41a884,"SCENARIO — Provisional pension Rs 32,000 paid 6 months; final PPO fixes Rs 30,000. Provisional gratuity Rs 7L paid; final Rs 6.5L. Recoveries?","<b>Rule:</b> Pension excess 2,000 × 6 = Rs 12,000 RECOVERABLE (the provisional-pension rule's sub-rule ); gratuity excess Rs 50,000 NOT REFUNDABLE (the provisional-pension rule's sub-rule (i)) — HoO must cut such cases + fix officers the provisional-pension rule.<br><br><b>Hinglish:</b> Pension-wapas, gratuity-nahi.<br><br><b>Trap:</b> Asymmetry.<br><br><b>Ref:</b> Rule 62(6)(b), (c); Rule 62(c)(ii); Rule 62(6)(b); Rule 62(6)(c)(i); Rule 62(6); Rule 62(b); Rule 62(c)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Evaluation CCS_Pension::Rule_62 Priority::Critical
CCS21-264b7b3f,"SCENARIO — Allottee's PPO issued; 10% gratuity (Rs 80,000) claimed WITHOUT vacating. HoO releases it. Valid?","<b>Rule:</b> NO — the provisional-pension rule's sub-rule: withheld 10% releases AFTER PPO, but ALLOTTEES need NDC (actual vacation + 14-day DoE clock per the withholding rule's sub-rule ). Release without NDC breaches.<br><br><b>Hinglish:</b> Makaan-wala-NDC-lao-tab-10%.<br><br><b>Ref:</b> Rule 62(8), (9); Rule 68; Rule 62(8)(9)-(9); Rule 68(6)(7)-(7); Rule 62(8); Rule 62(9); Rule 62(6); Rule 62(7)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Evaluation CCS_Pension::Rule_62 Priority::High
CCS21-4472daa4,SCENARIO — AO agrees provisional figures were correct. Fastest finalisation path?,<b>Rule:</b> Provisional Pension rule: adopt provisional AS FINAL → IMMEDIATE PPO (no re-audit loop); then release 10% tail per -.<br><br><b>Hinglish:</b> Sahi-tha to turant-PPO.<br><br><b>Ref:</b> Rule 62(7); Rule 62(8); Rule 62(9),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Procedure CCS_Pension::Rule_62 Priority::Medium
CCS21-076a1fbc,SCENARIO — Superannuation 30.06; AO issues PPO on 15.06 (15 days prior). Compliant with the pension-payment rule's sub-rule (1)(a)?,<b>Rule:</b> NO — PPO must issue 2 MONTHS BEFORE (by ~30.04). 15.06 is 6 weeks late; interest risk attaches for downstream delay.<br><br><b>Hinglish:</b> 2-mahine-pehle-PPO — 15-din-galat.<br><br><b>Ref:</b> Rule 63(1)(a); Rule 63(1); Rule 65,CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 Timeline Evaluation CCS_Pension::Rule_63 Priority::High
CCS21-2a410129,SCENARIO — VR effective 01.04; papers reach AO 10.04; PPO issued 20.06. Valid?,<b>Rule:</b> NO — the pension-payment rule's sub-rule: 45 DAYS for non-superannuation (till ~25.05 from receipt/effectiveness — VERIFY start-point); 20.06 breaches.<br><br><b>Hinglish:</b> 45-din-other — 20.06-deri.<br><br><b>Ref:</b> Rule 63(1)(b); Rule 63(1); Rule 63(b),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 Timeline Evaluation CCS_Pension::Rule_63 Priority::High
CCS21-1395228b,"SCENARIO — 24-month audit finds pay was OVER-fixed 20 months ago (Rs 5,000/mo excess). AO refixes emoluments + average. Valid?",<b>Rule:</b> YES — the pension-payment rule's sub-rule: 24-month verification window COVERS 20-month error; refix + recompute pension/gratuity/FP assessment; recovery via revision rails (notice/short-pay).<br><br><b>Hinglish:</b> 24-me-pakda to sudhaaro.<br><br><b>Ref:</b> Rule 63(1)(c); Rule 66; Rule 63(1); Rule 63(c),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 Scenario CCS_Pension::Rule_63 Priority::High
CCS21-64b9434d,SCENARIO — Servant has TWO wives (both marriages valid under personal law) + children from void second union. PPO structure?,<b>Rule:</b> Pension Payment rule: spouse co-authorisation; 1st proviso: multiple-wives mechanics (equal FP shares per the family-pension rule's sub-rule ); 2nd proviso: void-union children take MOTHER's share with SURVIVING-WIDOW-FIRST ordering.<br><br><b>Hinglish:</b> Do-patni-barabar; void-bacche-maa-hissa-vidva-pehle.<br><br><b>Ref:</b> Rule 63(1)(d) provisos; Rule 63(1)(d); Rule 50(8)(c); Rule 63(8); Rule 63(c),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 Proviso Scenario CCS_Pension::Rule_63 Priority::High
CCS21-41bf4866,EVALUATE — A 2025 commentary says pension-payment needs 'Format 9 only'. Correct?,<b>Rule:</b> OUTDATED — verified G.S.R. 410(E) cl.9 SUBSTITUTED 'Format 9' with 'Form 6-A' in the pension-payment rule's sub-rule all 2 clauses. Post-2024 answer: Form 6-A carries the undertaking.<br><br><b>Hinglish:</b> the pension-payment rule-ab-6-A — Format9-purana.<br><br><b>Ref:</b> Rule 63(4); G.S.R. 410(E); Rule 63(4)(a); Rule 63(a)-(b),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_63 GSR_410_E_2024 Evaluation CCS_Pension::Rule_63 Priority::High
CCS21-c97bec48,SCENARIO — Officer on CENTRAL deputation retires; PARENT HoO starts the case; BORROWING HoO also starts one. Who owns it?,"<b>Rule:</b> BORROWING HoO (the deputation-cases rule's sub-rule ) — parent must transfer papers; parallel processing is void duplication. (State/foreign deput: HoO OR cadre authority per the deputation-cases rule's sub-rule.)<br><br><b>Hinglish:</b> Kendra-pratiniyukti-lene-wala-maalk.<br><br><b>Ref:</b> Rule 64(1), (2); Rule 64(1); Rule 64(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_64 Deputation Evaluation CCS_Pension::Rule_64 Priority::High
CCS21-057389da,"IDENTIFY — (A) PPO never issued for 8 months, no proceedings. (B) PPO issued, PDA pays 2 months late. Which interest trigger each?",<b>Rule:</b> (A) 'NOT SANCTIONED' trigger; (B) 'LATER THAN DUE DATE' trigger. Both need ADMIN fault + GPF rate; both die if servant-caused (proviso).<br><br><b>Hinglish:</b> Bana-nahi vs mila-deri — dono-byaaj.<br><br><b>Ref:</b> Rule 65(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Interest_On_Delay Evaluation CCS_Pension::Rule_65 Priority::High
CCS21-e178c045,SCENARIO — Delay because servant filed Form 6-A 4 months late + HoO delayed 1 month. Interest?,<b>Rule:</b> APPORTION: servant-caused slice = NO interest (interest proviso); HoO-caused slice = interest at GPF. Blanket grant or blanket denial both wrong — VERIFY apportionment practice.<br><br><b>Hinglish:</b> Apni-deri-byaaj-nahi; daftar-deri-byaaj-haan.<br><br><b>Ref:</b> Rule 65(1) proviso; Rule 65(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Evaluation CCS_Pension::Rule_65 Priority::High
CCS21-22d954d2,SCENARIO — Under-Secretary sanctions interest for an attached office. Valid?,"<b>Rule:</b> NO — the interest rule's sub-rule: SECRETARY/JOINT SECRETARY 'SHALL' sanction (covers attached/subordinate offices). US-level sanction is coram-fail; re-sanction at Secy/JS + pay within 2 months (the interest rule's sub-rule ).<br><br><b>Hinglish:</b> Byaz-Secretary/JtSecy-hi.<br><br><b>Ref:</b> Rule 65(2), (3); Rule 65; Rule 65(2); Rule 65(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Evaluation CCS_Pension::Rule_65 Priority::High
CCS21-111b7dc1,SCENARIO — Vigilance probe into delay will take a year; HoO withholds interest till probe ends. Valid?,"<b>Rule:</b> NO — interest proviso: pay interest WITHOUT WAITING; fix responsibility + discipline in PARALLEL, not prior.<br><br><b>Hinglish:</b> Paisa-pehle-jaanch-saath.<br><br><b>Ref:</b> Rule 65(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Evaluation CCS_Pension::Rule_65 Priority::High
CCS21-34fadc2e,SCENARIO — 8th CPC (future) revises pay; pensions re-fixed upward generally. Route?,<b>Rule:</b> Revision rule: GENERAL-ORDER revision — basic pension re-treated prospectively per orders; no individual clerical-error proof needed; no DoPPW concurrence for upward/systemic moves.<br><br><b>Hinglish:</b> Aam-hukum-se-upar — aasaan.<br><br><b>Ref:</b> Rule 66(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Recovery Scenario CCS_Pension::Rule_66 Priority::Medium
CCS21-25f47417,"SCENARIO — 3-year-old PPO has a data-entry error (pay Rs 80,000 typed 90,000). Downward revision needs?","<b>Rule:</b> the revision rule's sub-rule: clerical-error ground ONLY 3y &gt; 2y → DoPPW CONCURRENCE (proviso) the revision rule's sub-rule: Ministry DECIDES it is clerical the revision rule's sub-rule: 2-month refund notice → short-pay recovery. Skip any = void.<br><br><b>Hinglish:</b> Clerical-DoPPW-Ministry-notice-katoti — chaaro.<br><br><b>Ref:</b> Rule 66(2), (3), (5), (6); Rule 66(2); Rule 66(3); Rule 66(5)(6)-(6); Rule 66(1); Rule 66(4); Rule 66(5); Rule 66(6)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Evaluation CCS_Pension::Rule_66 Priority::High
CCS21-8d5ca9bf,SCENARIO — Pensioner pleads hardship against Rs 2L excess recovery. Who can waive?,<b>Rule:</b> ONLY via the revision rule's sub-rule: MINISTRY OF FINANCE (Dept of Expenditure) waiver channel — HoO/AO/Ministry cannot forgive on their own.<br><br><b>Hinglish:</b> Maafi-sirf-FinMin.<br><br><b>Ref:</b> Rule 66(4),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Recovery CCS_Pension::Rule_66 Priority::High
CCS21-727e531e,"SCENARIO — Retiree owes: licence-fee Rs 40,000 + subletting damages Rs 1L + HBA advance Rs 2L + excess pay Rs 30,000. Sort into baskets + recovery pot.","<b>Rule:</b> accommodation: 40K + 1L other: 2L + 30K. ALL adjusted from RETIREMENT GRATUITY (the dues rule's sub-rule ); HoO must ASCERTAIN+ASSESS both (the dues rule's sub-rule ).<br><br><b>Hinglish:</b> Makaan-1.4L, paisa-2.3L — gratuity-se-kaato.<br><br><b>Ref:</b> Rules 67(1), 2; Rule 67; Rule 67(2); Rule 67(1); Rule 67(a); Rule 67(b)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_67 Government_Dues Recovery Application CCS_Pension::Rule_67 Priority::High
CCS21-e2e318ec,"SCENARIO — Electricity dues Rs 5,000 in spouse's name for allotted quarter. Recoverable under the dues rule?",<b>Rule:</b> YES if for the ALLOTTED accommodation (Explanation covers electricity/water/PNG of the allotment) — billed-name technicality doesn't defeat dues; VERIFY attribution practice.<br><br><b>Hinglish:</b> Allottee-makaan-bijli-baqaya.<br><br><b>Ref:</b> Rule 67 Explanation (a); Rule 67; Rule 67(a),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_67 Evaluation CCS_Pension::Rule_67 Priority::Medium
CCS21-6899538b,SCENARIO — Superannuation case: DoE reply arrives in 3 months (1 month late). Effect?,"<b>Rule:</b> withholding allows 2 MONTHS — 3 months breaches; HoO proceeds (cannot hold pension hostage); DoE delay evidences admin lapse for the interest rule; (Contrast: non-superannuation gets only 1 MONTH the interest rule.)<br><br><b>Hinglish:</b> superannuation-2, other-1 — deri-par-aage-badho.<br><br><b>Ref:</b> Rule 68(1)(a), (b); Rule 65(1)(b); Rule 68(1)(a); Rule 65; Rule 33",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Timeline Evaluation CCS_Pension::Rule_68 Priority::High
CCS21-c8debf74,SCENARIO — DoE NEVER replies. HoO withholds 10% gratuity 'pending dues'. Valid?,<b>Rule:</b> NO — the withholding rule's sub-rule: silence = PRESUMED NOTHING RECOVERABLE. Withholding needs an actual the withholding rule/ intimation; release the 10% tail per the provisional-pension rule's sub-rule (NDC-gate for allottees).<br><br><b>Hinglish:</b> Chuppi-saaf-chit — 10%-chhodo.<br><br><b>Ref:</b> Rule 68(1)(c); Rule 68(1)(a); Rule 62(8)(9)-(9); Rule 68(1); Rule 68(c); Rule 68(b); Rule 68(8); Rule 68(9),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Evaluation CCS_Pension::Rule_68 Priority::Critical
CCS21-db21a582,"COMPUTE — Dues Rs 80,000; pay Rs 50,000/mo; retirement in 10 months. withholding recovery plan?","<b>Rule:</b> Recover over NEXT 8 MONTHS from monthly pay: Rs 10,000/mo × 8 = Rs 80,000; instalments from CURRENT pay; any balance cleared BEFORE gratuity authorisation (the withholding rule's sub-rule ).<br><br><b>Hinglish:</b> 8-mahine-10-hazar — baaki-gratuity-se-pehle.<br><br><b>Ref:</b> Rule 68(2), (3); Rule 68(2); Rule 3; Rule 68(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Recovery Application CCS_Pension::Rule_68 Priority::High
CCS21-1f87f543,"SCENARIO — Vacated 01.04, NDC applied 02.04, DoE issues NDC 25.04. Pensioner claims interest on held 10%. Decide.","<b>Rule:</b> ALLOW-ABLE: withholding-the withholding rule need NDC within 14 DAYS (by 16.04); 25.04 is 9 days late — admin delay on the tail earns interest at GPF (Secy/JS sanction).<br><br><b>Hinglish:</b> 14-din-NDC — deri-byaaj.<br><br><b>Ref:</b> Rule 68(6), (7)(a); Rule 65; Rule 68(7)(a); Rule 68(6)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Timeline Interest_On_Delay CCS_Pension::Rule_68 Priority::High
CCS21-f42826e2,SCENARIO — Non-superannuation retirement 01.05; HoO starts dues-assessment 15.06. Valid under the assessment rule?,"<b>Rule:</b> NO — the assessment rule's sub-rule: IMMEDIATELY on retirement/knowledge for others; finish in 30 DAYS (the assessment rule's sub-rule ). 15.06 start already breaches both.<br><br><b>Hinglish:</b> Other-turant-30-din.<br><br><b>Ref:</b> Rule 69(1), (2); Rule 69; Rule 69(1); Rule 69(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_69 Timeline Evaluation CCS_Pension::Rule_69 Priority::High
CCS21-beaa83e8,"SCENARIO — 6 months AFTER PPO, an old HBA balance surfaces. Time-barred?",<b>Rule:</b> NO — the assessment rule's sub-rule: LATER DISCOVERIES remain adjustable (via revision/withholding rails); assessment-finality never launders unknown dues.<br><br><b>Hinglish:</b> Baad-mila-bhi-katega.<br><br><b>Ref:</b> Rule 69(3); Rule 66; Rule 68,CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_69 Recovery CCS_Pension::Rule_69 Priority::High
